Phrase,WS,QWS,BWS,Profile,Timestamp
покрасочные черновые,1,0,0,dsmismirnov,2025-11-14T22:56:16.264900
чистовые черновые,6295,0,0,dsmismirnov,2025-11-14T22:56:16.264900
окрасочные черновые,0,0,0,dsmismirnov,2025-11-14T22:56:16.264900
отделочные малярные,955,0,0,dsmismirnov,2025-11-14T22:56:16.264900
отделка малярные,432,0,0,dsmismirnov,2025-11-14T22:56:16.264900
финишные черновые,191,0,0,dsmismirnov,2025-11-14T22:56:16.264900
