Phrase,WS,QWS,BWS,Profile,Timestamp
покрасочные косметические,1,0,0,vfefyodorov,2025-11-14T09:51:17.979654
черновые косметические,35,0,0,vfefyodorov,2025-11-14T09:51:17.979654
финишные косметические,8,0,0,vfefyodorov,2025-11-14T09:51:17.979654
окрасочные косметические,8,0,0,vfefyodorov,2025-11-14T09:51:17.979654
чистовые косметические,14,0,0,vfefyodorov,2025-11-14T09:51:17.979654
