Phrase,WS,QWS,BWS,Profile,Timestamp
чистовые косметические,14,0,0,vfefyodorov,2025-11-14T22:56:19.731174
черновые косметические,35,0,0,vfefyodorov,2025-11-14T22:56:19.731174
отделка капитальные,338,0,0,vfefyodorov,2025-11-14T22:56:19.731174
отделочные капитальные,236,0,0,vfefyodorov,2025-11-14T22:56:19.731174
малярные косметические,66,0,0,vfefyodorov,2025-11-14T22:56:19.731174
