Phrase,WS,QWS,BWS,Profile,Timestamp
финишные косметические,8,0,0,vfefyodorov,2025-11-14T16:46:33.544838
черновые косметические,35,0,0,vfefyodorov,2025-11-14T16:46:33.544838
чистовые косметические,14,0,0,vfefyodorov,2025-11-14T16:46:33.544838
малярные косметические,66,0,0,vfefyodorov,2025-11-14T16:46:33.544838
